wa_inventory_id,generic_strain_id,first_rtl_sale,latest_rtl_sale,wholesale_cogs,ttl_rtl_sales,units_sold
6033569260002789,9,2015-06-18,2015-06-25,100.00,161.86,5
6033569260002817,9,2015-06-25,2015-07-18,175.00,359.23,50
6033569260002846,9,2015-08-03,2015-08-29,208.00,538.25,26
6033569260002840,9,2015-06-27,2016-02-26,592.00,1733.17,293
6033569260002867,9,2015-07-09,2015-07-11,50.00,120.60,5
6033569260002864,9,2015-09-20,2015-10-21,200.00,343.81,57
6033569260002875,9,2015-07-17,2016-12-24,350.00,321.63,54
6033569260002876,9,2015-07-12,2015-11-07,175.00,514.78,50
6033569260002874,9,2015-07-20,2016-12-24,350.00,164.65,29
6033553020000434,9,2015-07-10,2015-07-21,180.00,405.72,118
6033569260002896,9,2015-07-24,2015-12-21,700.00,426.89,52
6033569260002911,9,2015-07-26,2015-09-20,280.00,2612.71,56
6033465220002367,9,2015-10-17,2015-11-14,52.50,116.85,2
6033569260002923,9,2015-08-05,2015-08-29,682.50,3178.00,91
6033569260002924,9,2015-07-29,2015-11-03,3185.00,9962.80,639
6033569260002926,9,2015-07-25,2017-02-14,87.50,159.63,26
6033569260002925,9,2015-07-28,2015-08-09,900.00,2404.25,200
6033569260002933,9,2015-10-18,2015-11-16,539.00,1076.61,78
6033569260002942,9,2015-07-30,2016-01-28,122.50,264.60,42
6033569260002945,9,2015-07-26,2016-02-15,122.50,190.38,25
6033569260002990,9,2015-07-31,2015-08-14,50.00,159.65,25
6033569260002991,9,2015-08-06,2015-09-16,70.00,292.90,35
6033569260003156,9,2015-09-05,2015-09-18,75.00,304.89,31
6033569260003026,9,2015-09-26,2015-12-18,200.00,365.96,83
6033569260003029,9,2015-10-03,2015-10-27,200.00,42.99,8
6033569260003728,9,2015-10-10,2015-10-15,600.00,1953.32,100
6033569260003730,9,2015-10-10,2015-10-16,840.00,2771.27,40
6033569260003729,9,2015-10-10,2015-10-16,1680.00,4975.95,140
6033569260003060,9,2015-10-18,2015-10-20,77.00,187.66,11
6033569260003083,9,2015-08-29,2015-09-04,550.00,1883.26,82
6033569260003157,9,2015-09-12,2015-09-18,50.00,183.34,20
6033569260003069,9,2015-08-23,2015-10-17,400.00,589.02,92
6033569260003088,9,2015-08-26,2015-09-16,60.00,162.34,24
6033465220002365,9,2015-09-30,2015-10-08,446.40,891.56,30
6033465220002328,9,2015-09-27,2015-10-03,270.00,641.88,64
6033569260003142,9,2015-09-11,2015-12-02,125.00,210.48,50
6033465220002330,9,2015-09-27,2015-10-08,297.60,603.52,20
6033465220002369,9,2015-09-28,2015-10-03,135.00,257.24,26
6033465220002370,9,2015-10-03,2015-10-08,178.50,464.10,17
6033465220002364,9,2015-12-02,2015-12-08,233.10,476.05,35
6033465220002435,9,2015-09-30,2015-10-04,195.00,532.35,65
6033465220002788,9,2015-09-26,2016-01-28,162.50,400.91,50
6033569260003739,9,2015-10-12,2015-10-21,367.50,988.50,31
6033569260003722,9,2015-10-11,2015-10-28,980.00,1940.74,20
6033569260003721,9,2015-10-10,2015-10-24,1225.00,3002.25,100
6033569260003723,9,2015-10-11,2015-10-27,980.00,2107.54,11
6033569260003808,9,2015-10-12,2015-10-27,600.00,1416.20,205
6033569260003807,9,2015-10-13,2015-11-28,525.00,1319.90,50
6033569260003857,9,2015-10-23,2015-12-15,1134.00,2653.69,163
6033569260003858,9,2015-10-18,2015-10-30,183.75,440.25,15
6033569260004225,9,2015-11-28,2016-02-18,78.75,270.85,35
6033569260004226,9,2015-11-28,2015-12-20,197.00,582.82,25
6033569260004200,9,2015-12-06,2016-02-18,33.75,121.42,15
6033569260003947,9,2015-10-23,2015-11-24,10.00,14.38,10
6033569260003963,9,2015-10-27,2015-11-24,10.00,10.21,10
6033569260004359,9,2015-12-13,2015-12-29,490.00,1235.42,20
6033569260004023,9,2015-10-30,2015-11-01,245.00,645.14,10
6033569260004021,9,2015-10-30,2015-11-12,560.00,1667.78,81
6033569260003983,9,2015-11-05,2015-11-15,231.00,724.68,66
6033569260004017,9,2015-10-30,2015-11-08,388.50,1218.78,111
6033569260004360,9,2015-11-26,2015-12-27,955.50,2341.28,78
6033569260004022,9,2015-10-30,2015-11-10,955.50,2384.21,76
6033569260004358,9,2015-11-28,2015-12-27,560.00,1580.14,80
6033569260004357,9,2015-12-01,2015-12-19,375.50,1085.40,106
6033569260004018,9,2015-10-25,2015-10-25,10.00,10.00,10
6033569260004092,9,2015-10-31,2015-11-07,300.00,898.22,100
6033569260004094,9,2015-10-30,2015-11-07,348.00,1754.82,25
6033569260004093,9,2015-10-30,2015-11-03,525.00,1578.37,50
6033465220002329,9,2016-02-03,2016-03-15,187.50,393.65,25
6033569260004199,9,2015-12-02,2015-12-04,50.00,188.35,5
6033569260004366,9,2015-12-01,2015-12-02,36.00,141.78,9
6033569260004343,9,2015-11-26,2015-11-29,62.50,170.70,25
6033569260004403,9,2015-12-01,2015-12-17,100.00,338.91,52
6033569260004422,9,2015-12-04,2016-08-20,4.00,32.19,5
6033467500000601,9,2015-12-26,2016-01-07,525.00,1662.11,50
6033467500000600,9,2015-12-26,2016-01-20,603.00,2049.95,201
6033467500000603,9,2015-12-28,2015-12-28,6.00,20.47,2
6033569260004850,9,2016-01-29,2016-12-15,1750.00,3569.62,100
6033569260004849,9,2016-01-29,2016-10-07,1000.00,2126.88,200
6033569260004939,9,2016-02-07,2016-05-06,675.00,1428.65,151
6033569260004938,9,2016-02-09,2016-04-02,1181.25,2403.27,75
6033569260004959,9,2016-02-14,2016-03-11,700.00,1118.80,20
6033569260004958,9,2016-02-13,2016-03-05,875.00,1666.80,49
6033569260004960,9,2016-02-27,2016-05-17,280.00,420.48,4
6033569260004966,9,2016-02-13,2016-03-01,1000.00,2085.64,100
6033569260004976,9,2016-02-13,2016-04-11,1000.00,2123.94,203
6033569260004977,9,2016-02-13,2016-02-26,250.00,529.65,50
6033467500000841,9,2016-03-13,2016-03-13,7.00,17.07,1
6033467500000826,9,2016-03-05,2016-03-05,7.00,17.07,1
6033467500000818,9,2016-03-12,2016-03-12,7.00,14.51,1
6033467500000813,9,2016-03-09,2016-03-09,7.00,17.07,1
6033467500000823,9,2016-03-17,2016-03-17,7.00,17.07,1
6033467500000838,9,2016-03-13,2016-03-13,7.00,17.07,1
6033467500000817,9,2016-04-12,2016-04-12,7.00,17.07,1
6033467500000833,9,2016-03-16,2016-03-16,7.00,17.07,1
6033467500000835,9,2016-03-16,2016-03-16,7.00,17.07,1
6033467500000842,9,2016-03-05,2016-03-05,7.00,17.07,1
6033467500000819,9,2016-03-13,2016-03-13,7.00,17.07,1
6033467500000827,9,2016-03-07,2016-03-07,7.00,17.07,1
6033467500000816,9,2016-03-16,2016-03-16,7.00,17.07,1
6033467500000831,9,2016-03-11,2016-03-11,7.00,17.07,1
6033467500000828,9,2016-03-11,2016-03-11,7.00,17.07,1
6033467500000825,9,2016-03-06,2016-03-06,7.00,17.07,1
6033467500000837,9,2016-03-10,2016-03-10,7.00,17.07,1
6033467500000844,9,2016-03-05,2016-03-05,7.00,17.07,1
6033467500000839,9,2016-03-10,2016-03-10,7.00,17.07,1
6033467500000814,9,2016-03-10,2016-03-10,7.00,17.07,1
6033467500000829,9,2016-03-12,2016-03-12,7.00,17.07,1
6033467500000830,9,2016-03-11,2016-03-11,7.00,17.07,1
6033467500000821,9,2016-03-07,2016-03-07,7.00,17.07,1
6033467500000815,9,2016-03-16,2016-03-16,7.00,17.07,1
6033467500000832,9,2016-03-17,2016-03-17,7.00,17.07,1
6033467500000840,9,2016-03-08,2016-03-08,7.00,17.07,1
6033467500000836,9,2016-03-06,2016-03-06,7.00,17.07,1
6033467500000843,9,2016-03-16,2016-03-16,7.00,17.07,1
6033467500000822,9,2016-03-17,2016-03-17,7.00,17.07,1
6033467500000824,9,2016-03-16,2016-03-16,7.00,17.07,1
6033467500000834,9,2016-03-07,2016-03-07,7.00,17.08,1
6033467500000820,9,2016-03-08,2016-03-08,7.00,17.08,1
6033467500000668,9,2016-03-04,2016-03-04,2.80,6.38,1
6033467500000846,9,2016-03-02,2016-03-11,327.00,1038.48,109
6033569260005055,9,2016-03-27,2016-05-06,441.00,856.05,97
6033569260005022,9,2016-02-23,2016-05-01,250.00,608.28,50
6033569260005023,9,2016-02-28,2016-04-18,437.50,925.41,25
6033569260005076,9,2016-02-25,2016-04-10,500.00,1229.05,50
6033569260005077,9,2016-02-24,2016-04-18,750.00,1829.92,150
6033569260005073,9,2016-02-24,2016-03-25,210.00,442.79,6
6033569260005167,9,2016-03-20,2016-04-07,175.00,289.63,10
6033569260005164,9,2016-03-11,2016-04-05,140.00,218.11,4
6033569260005184,9,2016-03-28,2016-04-11,200.00,329.30,20
6033569260005166,9,2016-03-10,2016-03-26,350.00,564.92,20
6033569260005182,9,2016-03-23,2016-04-07,100.00,165.69,20
6033569260005165,9,2016-04-05,2016-04-10,70.00,105.56,2
6033569260005196,9,2016-04-15,2016-04-22,140.00,300.34,2
6033569260005183,9,2016-03-11,2016-04-05,350.00,565.59,35
6033569260005192,9,2016-03-12,2016-04-11,500.00,1005.11,95
6033569260005181,9,2016-03-11,2016-03-22,250.00,406.61,50
6033569260005195,9,2016-03-12,2016-04-03,700.00,1412.95,70
6033569260005197,9,2016-03-12,2016-04-07,875.00,1657.28,50
6033569260005200,9,2016-03-12,2016-08-25,525.00,1040.67,15
6033569260005393,9,2016-04-16,2016-04-22,405.00,820.04,135
6033467500000999,9,2016-05-11,2016-07-12,900.00,2167.70,100
6033467500001000,9,2016-05-09,2016-08-19,450.00,1190.05,100
6033467500001006,9,2016-05-13,2016-07-25,280.00,814.95,200
6033467500001008,9,2016-05-15,2016-08-06,420.00,1088.74,100
6033467500001007,9,2016-05-14,2016-05-31,350.00,849.65,50
6033467500001026,9,2016-05-19,2016-07-17,450.00,1206.30,150
6033467500001028,9,2016-06-17,2016-08-07,675.00,1607.49,75
6033467500001027,9,2016-05-23,2016-06-19,875.00,2724.57,100
6033467500001029,9,2016-05-27,2016-08-19,225.00,605.67,50
6033467500001037,9,2016-05-28,2016-06-05,660.00,1806.50,20
6032361080000699,9,2016-06-03,2016-07-13,480.00,1142.78,60
6033569260005780,9,2016-06-24,2016-09-08,300.00,597.76,75
6033569260005781,9,2016-06-24,2016-09-07,700.00,1474.51,50
6033467500001049,9,2016-07-05,2016-09-15,210.00,543.68,50
6033467500001050,9,2016-06-04,2016-07-10,350.00,853.01,50
6033569260005788,9,2016-06-11,2016-07-15,560.00,1179.85,42
6033569260005793,9,2016-07-03,2016-07-19,136.50,256.67,5
6033467500001058,9,2016-06-09,2016-08-05,210.00,614.51,150
6033569260005777,9,2016-06-11,2016-07-02,450.00,903.85,100
6033569260005779,9,2016-06-15,2016-10-07,700.00,1504.05,25
6033569260005778,9,2016-06-16,2016-12-19,1400.00,3011.58,98
6033569260005787,9,2016-06-11,2016-07-20,300.00,699.60,75
6033467500001063,9,2016-06-08,2016-08-17,600.00,1632.43,200
6033569260005791,9,2016-06-20,2016-09-05,300.00,773.96,49
6033569260005782,9,2016-06-11,2016-09-14,360.00,648.44,81
6033569260005792,9,2016-06-21,2016-09-11,367.50,893.45,35
6033569260005802,9,2016-06-14,2016-06-27,140.00,359.64,10
6033569260005826,9,2016-06-15,2016-07-22,140.00,272.50,5
6033569260005825,9,2016-06-11,2016-06-29,350.00,706.67,25
6033569260005800,9,2016-06-11,2016-06-29,80.00,214.28,21
6033569260005815,9,2016-06-22,2016-09-20,399.00,940.15,102
6033569260005801,9,2016-06-10,2016-06-29,160.00,430.74,20
6033569260005824,9,2016-06-12,2016-08-22,320.00,646.91,40
6033569260005823,9,2016-06-11,2016-06-23,120.00,237.80,30
6033467500001065,9,2016-06-11,2016-07-04,1312.50,3968.73,150
6033467500001069,9,2016-06-14,2016-06-28,147.00,358.26,21
6033467500001070,9,2016-06-13,2016-06-28,28.00,68.24,4
6033467500001082,9,2016-06-18,2016-06-23,420.00,1220.49,15
6033467500001083,9,2016-06-18,2016-06-25,560.00,1397.57,10
6033467500001081,9,2016-06-19,2016-07-22,200.00,546.00,100
6033569260005855,9,2016-07-02,2016-07-06,91.00,218.44,2
6033569260005860,9,2016-06-23,2016-08-01,300.00,602.31,76
6033569260005861,9,2016-06-23,2016-07-28,400.00,823.00,50
6033467500001091,9,2016-06-25,2016-07-26,300.00,812.04,100
6033467500001092,9,2016-06-25,2016-07-03,437.00,1354.14,50
6033467500001093,9,2016-06-30,2016-07-09,175.00,426.50,25
6033569260005982,9,2016-07-14,2016-09-08,265.00,1015.21,100
6033569260005983,9,2016-07-14,2016-08-22,700.00,1541.67,50
6033569260005932,9,2016-07-02,2016-07-14,225.00,499.48,101
6033467500001118,9,2016-07-03,2016-07-26,300.00,815.72,100
6033467500001120,9,2016-07-01,2016-07-11,560.00,1887.36,20
6033467500001121,9,2016-07-01,2016-07-15,840.00,2346.38,15
6033467500001119,9,2016-07-04,2016-07-14,1312.00,4036.35,150
6033569260005955,9,2016-07-09,2016-09-30,240.00,429.72,54
6033467500001136,9,2016-07-08,2016-08-07,140.00,408.92,100
6033467500001139,9,2016-07-13,2016-08-02,210.00,607.79,150
6033467500001138,9,2016-07-06,2016-07-27,300.00,817.45,150
6033467500001137,9,2016-07-16,2016-09-29,420.00,1085.33,100
6033467500001135,9,2016-07-07,2016-08-13,200.00,544.63,100
6033467500001140,9,2016-07-07,2016-09-03,176.00,478.48,88
6033569260005976,9,2016-07-09,2016-07-31,70.00,186.19,19
6033569260005980,9,2016-07-10,2016-07-27,122.50,285.46,5
6033569260005978,9,2016-07-09,2016-09-05,367.50,952.68,30
6033569260006002,9,2016-07-21,2016-09-10,300.00,567.94,74
6033569260005931,9,2016-08-02,2016-08-08,65.00,146.20,24
6033569260006033,9,2016-08-30,2016-09-11,56.25,119.87,16
6033569260006034,9,2016-07-26,2016-08-17,75.00,162.14,10
6033569260006035,9,2016-07-26,2016-08-16,196.88,400.53,15
6033569260006037,9,2016-07-24,2016-08-17,250.00,530.89,101
6033569260006057,9,2016-07-25,2016-09-27,300.00,683.48,75
6032361080000839,9,2016-07-29,2016-11-12,517.70,1240.97,10
6032361080000837,9,2016-07-28,2016-08-22,384.00,983.04,48
6032361080000838,9,2016-07-28,2016-08-18,672.00,1633.12,48
6032361080000858,9,2016-08-05,2016-09-07,250.00,512.19,50
6033467500001171,9,2016-08-05,2016-10-24,200.00,542.59,100
6033569260006103,9,2016-08-09,2016-09-07,90.00,266.30,30
6033569260006099,9,2016-08-29,2016-10-05,168.00,414.39,8
6033569260006101,9,2016-08-08,2016-11-17,315.00,821.38,30
6033569260006098,9,2016-08-06,2016-09-07,168.00,427.11,8
6033569260006102,9,2016-08-06,2016-09-14,90.00,282.96,31
6033569260006100,9,2016-09-05,2016-10-01,315.00,778.03,30
6033569260006149,9,2016-11-20,2017-01-29,210.00,97.03,8
6033569260006145,9,2016-08-30,2017-02-01,441.00,621.77,30
6033569260006116,9,2016-08-16,2016-09-15,60.00,178.36,20
6033569260006142,9,2016-08-27,2016-10-30,105.00,257.55,5
6033569260006158,9,2016-08-29,2017-01-30,450.00,259.02,36
6033569260006117,9,2016-08-18,2016-09-14,210.00,565.21,20
6033569260006159,9,2016-09-09,2017-03-28,450.00,269.46,38
6033569260006155,9,2016-08-19,2017-03-17,210.00,472.31,35
6033569260006143,9,2016-09-12,2016-10-08,105.00,169.69,4
6033569260006146,9,2016-09-02,2017-02-01,441.00,814.83,42
6033467500001186,9,2016-08-13,2016-09-20,750.00,2041.43,250
6033467500001190,9,2016-08-14,2016-09-28,350.00,852.18,50
6033467500001189,9,2016-08-26,2016-09-29,420.00,1053.28,100
6033467500001187,9,2016-08-18,2016-09-09,1750.00,5412.35,200
6033467500001188,9,2016-08-17,2016-10-20,280.00,810.84,200
6033569260006175,9,2016-08-19,2016-09-26,367.50,903.39,30
6033569260006174,9,2016-08-18,2016-09-05,240.00,596.68,30
6032361080000893,9,2016-08-19,2016-10-19,210.56,519.84,8
6032361080000891,9,2016-08-16,2016-11-02,320.00,810.46,80
6032361080000892,9,2016-08-18,2016-11-21,543.20,1313.28,39
6033569260006173,9,2016-08-18,2016-09-06,240.00,596.72,60
6033569260006182,9,2016-08-21,2016-09-08,200.00,410.69,50
6033569260006181,9,2016-08-23,2016-09-13,400.00,817.82,52
6033569260006180,9,2016-08-19,2016-08-27,245.00,493.13,20
6033569260006200,9,2016-08-20,2016-09-04,735.00,1753.93,63
6033569260006199,9,2016-08-20,2016-09-01,367.50,804.08,15
6033569260006201,9,2016-08-20,2016-09-12,400.00,926.27,106
6032361080000922,9,2016-08-23,2016-11-02,509.60,1216.02,10
6032361080000938,9,2016-08-20,2016-08-27,203.70,444.57,15
6032361080000937,9,2016-08-20,2016-09-04,160.00,339.77,40
6032361080000920,9,2016-08-22,2017-01-12,570.24,1300.73,72
6032361080000940,9,2016-08-20,2016-08-23,75.00,130.25,5
6033569260006206,9,2016-08-29,2016-09-25,125.00,537.10,99
6032361080000921,9,2016-08-21,2016-11-05,977.76,2436.91,74
6033569260006249,9,2016-09-01,2016-09-16,1050.00,2351.58,75
6033569260006250,9,2016-09-05,2017-03-28,300.00,757.18,75
6033569260006248,9,2016-09-02,2016-09-07,196.00,459.05,8
6033467500001239,9,2016-09-04,2016-09-13,154.00,420.42,77
6033467500001240,9,2016-09-04,2017-04-03,333.00,843.21,57
6033569260006291,9,2016-09-05,2016-12-29,900.00,2045.60,203
6033569260006290,9,2016-09-11,2016-09-30,160.00,367.20,20
6033569260006289,9,2016-09-06,2016-10-02,560.00,1270.78,40
6033569260006288,9,2016-09-09,2016-11-24,280.00,641.62,10
6033569260006287,9,2016-09-21,2016-10-05,168.00,387.72,3
6033569260006315,9,2016-09-30,2017-03-13,420.00,812.99,30
6033569260006316,9,2016-09-13,2016-12-16,400.00,795.88,100
6033467500001254,9,2016-09-11,2016-10-03,302.00,737.61,108
6033467500001255,9,2016-09-14,2016-10-03,274.00,665.54,98
6032361080001132,9,2016-09-18,2016-10-14,135.80,270.28,10
6032361080001154,9,2016-09-27,2016-11-20,203.70,417.24,13
6032361080001153,9,2016-10-01,2016-11-02,120.00,280.41,30
6032361080001119,9,2016-09-24,2016-11-13,105.28,212.98,4
6032361080001138,9,2016-09-14,2016-11-02,500.00,1019.59,100
6032361080001133,9,2016-09-26,2016-11-30,78.96,163.83,3
6032361080001117,9,2016-09-16,2016-10-02,400.00,776.29,101
6032361080001121,9,2016-09-15,2016-11-13,240.00,416.15,60
6032361080001123,9,2016-09-20,2016-10-22,131.60,230.55,5
6032361080001131,9,2016-09-16,2016-11-02,120.00,217.69,30
6032361080001118,9,2016-09-16,2016-10-02,543.20,1062.03,42
6032361080001122,9,2016-09-18,2016-10-10,271.60,469.34,20
6032361080001155,9,2016-10-10,2016-11-02,263.20,615.94,10
6032361080001120,9,2016-10-02,2016-10-02,50.96,109.22,1
6033569260006357,9,2016-09-17,2017-01-22,800.00,1562.44,199
6033569260006356,9,2016-09-18,2016-12-26,1400.00,2569.45,103
6032361080001173,9,2016-09-20,2016-11-23,320.00,691.97,80
6032361080001174,9,2016-09-20,2016-10-08,543.20,1215.66,40
6033569260006379,9,2016-11-08,2016-12-17,300.00,269.48,31
6032361080001168,9,2016-10-30,2016-11-19,500.00,1114.28,100
6033569260006403,9,2016-10-03,2016-10-26,200.00,531.87,100
6032361080001222,9,2016-10-08,2016-12-11,200.00,354.16,50
6032361080001216,9,2016-09-27,2016-10-27,300.00,587.00,75
6032361080001224,9,2016-11-02,2016-11-17,131.60,267.59,5
6032361080001218,9,2016-09-30,2016-10-08,157.92,299.88,6
6032361080001223,9,2016-10-11,2016-11-15,203.70,373.70,15
6032361080001217,9,2016-09-28,2016-10-27,679.00,1355.33,49
6033569260006442,9,2016-10-02,2016-12-18,500.00,1149.88,126
6033569260006449,9,2016-10-01,2016-10-21,612.50,1477.50,50
6033569260006448,9,2016-10-01,2016-10-27,200.00,507.87,50
6033569260006443,9,2016-10-02,2016-10-12,612.50,1507.43,50
6033569260006444,9,2016-10-02,2016-10-12,245.00,537.91,10
6033569260006450,9,2016-10-01,2016-10-05,245.00,572.89,10
6032361080001271,9,2016-10-13,2016-11-03,150.00,300.44,10
6032361080001587,9,2016-11-22,2017-01-10,339.50,594.72,23
6032361080001264,9,2016-11-01,2017-05-14,320.00,553.59,81
6032361080001265,9,2016-10-08,2016-12-24,543.20,1266.58,42
6032361080001256,9,2016-10-07,2016-12-05,651.84,1494.35,48
6032361080001275,9,2016-10-27,2016-11-16,78.00,163.50,2
6032361080001280,9,2016-10-08,2016-10-22,325.92,630.66,23
6032361080001282,9,2016-10-11,2016-11-24,400.00,768.57,101
6033505740071518,9,2016-10-14,2016-11-19,600.00,1236.51,304
6032361080001279,9,2016-10-09,2016-11-06,224.00,445.99,56
6032361080001283,9,2016-10-12,2016-11-25,543.20,996.50,40
6032361080001314,9,2016-11-02,2016-11-24,160.00,345.93,39
6032361080001315,9,2016-11-02,2016-11-18,271.60,614.00,20
6032361080001341,9,2016-10-19,2016-11-26,356.40,810.52,45
6032361080001330,9,2016-10-21,2017-01-11,679.00,1508.34,50
6032361080001342,9,2016-10-19,2016-11-14,543.20,1183.29,40
6032361080001337,9,2016-10-17,2016-10-21,125.00,252.91,25
6032361080001340,9,2016-10-19,2016-12-01,260.00,600.94,65
6032361080001329,9,2016-10-21,2017-05-01,200.00,434.90,50
6032361080001396,9,2016-11-05,2016-11-25,254.80,537.55,5
6032361080001417,9,2016-11-12,2016-11-28,1018.50,2062.47,75
6032361080001393,9,2016-10-30,2016-11-18,480.00,1074.61,120
6032361080001394,9,2016-10-30,2016-11-15,1018.50,2226.73,73
6032361080001395,9,2016-10-31,2016-11-11,263.20,570.02,10
6032361080001416,9,2016-11-12,2016-12-29,600.00,1234.96,150
6032361080001424,9,2016-10-24,2016-11-08,300.00,599.21,75
6032361080001410,9,2016-11-15,2016-11-15,50.96,105.11,1
6032361080001407,9,2016-10-22,2016-12-17,300.00,519.53,75
6032361080001425,9,2016-10-23,2016-11-06,679.00,1346.59,50
6032361080001419,9,2016-10-27,2016-12-25,300.00,644.86,75
6032361080001408,9,2016-10-21,2017-06-15,475.30,735.29,33
6032361080001409,9,2016-10-22,2016-11-23,131.60,258.64,5
6032361080001426,9,2016-10-24,2017-01-26,750.00,1491.87,200
6032361080001428,9,2016-10-23,2016-11-30,328.25,851.66,25
6032361080001427,9,2016-10-23,2016-12-30,375.00,810.54,50
6032361080001430,9,2016-10-24,2016-10-25,101.92,275.86,2
6032361080001429,9,2016-10-27,2016-12-09,262.50,655.21,10
6032361080001436,9,2016-10-24,2016-12-17,225.00,513.56,50
6032361080001442,9,2016-10-28,2017-01-06,787.20,1689.26,56
6032361080001452,9,2016-10-27,2016-12-14,208.50,485.17,50
6032361080001441,9,2016-10-27,2016-12-28,225.00,535.31,62
6032361080001443,9,2016-10-28,2016-12-05,525.00,1119.51,20
6033569260006676,9,2016-11-06,2017-01-14,1135.75,2489.62,59
6033505740077166,9,2016-12-11,2017-03-20,175.00,376.73,54
6033505740077167,9,2016-11-23,2017-03-11,612.50,1160.51,51
6033505740077168,9,2016-11-26,2016-12-08,73.50,138.64,3
6033505740077703,9,2016-11-02,2016-12-12,403.75,784.92,85
6033505740077764,9,2016-11-04,2016-11-15,118.75,217.58,25
6033505740077765,9,2016-11-01,2016-11-14,1662.50,2171.98,100
6033505740077707,9,2016-11-02,2016-11-11,266.00,368.34,4
6033505740077708,9,2016-11-16,2016-11-28,266.00,345.30,2
6033505740077706,9,2016-11-08,2016-11-11,133.00,191.99,4
6033505740077705,9,2016-11-01,2016-11-08,831.25,1310.86,50
6033505740077766,9,2016-11-01,2016-11-01,12.50,13.74,5
6033505740077901,9,2016-11-01,2016-11-05,399.00,526.40,6
6033505740077900,9,2016-11-01,2016-11-07,665.00,946.40,20
6033505740077932,9,2016-11-04,2016-11-05,200.00,343.00,100
6033505740077899,9,2016-11-23,2016-12-02,831.25,1279.17,50
6033505740077902,9,2016-11-01,2016-11-05,25.00,27.50,10
6032361080001486,9,2016-11-04,2016-12-07,250.00,507.67,50
6032361080001491,9,2016-11-15,2017-05-21,300.00,593.05,75
6032361080001493,9,2016-11-18,2016-11-22,105.28,207.18,4
6032361080001492,9,2016-11-17,2017-02-24,679.00,1380.69,54
6032361080001490,9,2016-11-19,2016-12-28,750.00,1682.07,151
6033569260006696,9,2016-11-17,2017-01-23,175.00,484.67,100
6032361080001510,9,2016-11-12,2016-12-09,200.00,506.41,52
6032361080001503,9,2016-11-18,2017-07-13,245.00,419.23,55
6032361080001504,9,2016-11-15,2017-02-06,857.50,1694.27,82
6032361080001517,9,2016-11-19,2017-02-03,612.50,1168.89,42
6032361080001516,9,2016-11-16,2017-01-27,350.00,807.26,100
6032361080001544,9,2016-11-16,2016-11-24,90.00,203.58,20
6033467500001495,9,2016-11-21,2016-12-12,280.00,676.89,100
6033467500001494,9,2016-11-18,2016-12-18,175.00,406.22,25
6033467500001507,9,2016-11-18,2017-01-08,168.00,407.50,75
6033467500001493,9,2016-11-19,2016-12-28,210.00,508.94,50
6033467500001492,9,2016-11-19,2017-02-05,140.00,380.37,100
6033467500001481,9,2016-11-17,2017-01-12,1050.00,2726.63,102
6033467500001479,9,2016-11-22,2017-02-23,570.00,1333.26,163
6032361080001547,9,2016-11-18,2016-12-22,140.00,322.82,44
